交易日期(0), 作物代號(1), 作物名稱(2), 市場代號(3), 市場名稱(4), 上價(5), 中價(6), 下價(7), 平均價(8), 交易量(9)
107.06.08,B2,鳳梨-金鑽鳳梨,260,宜蘭市,30,20,12,20,1780
107.06.08,E1,甜橙-柳橙,260,宜蘭市,28,15,12,15,1780
107.06.08,F1,雜柑-檸檬,260,宜蘭市,40,30,20,30,1780
107.06.08,F4,雜柑-桔子,260,宜蘭市,55,40,20,40,1780
107.06.08,F5,雜柑-無子檸檬,260,宜蘭市,50,40,20,40,1860
107.06.08,FB1,花椰菜-青梗,260,宜蘭市,38,22,12,22,1580
107.06.08,FC1,胡瓜-黑刺,260,宜蘭市,20,10,6,10,1860
107.06.08,FD1,花胡瓜,260,宜蘭市,32,15,8,15,1780
107.06.08,FE1,冬瓜-白皮,260,宜蘭市,16,8,5,8,2750
107.06.08,FF1,絲瓜-絲瓜,260,宜蘭市,22,12,8,12,1850
107.06.08,FG1,苦瓜-白大米,260,宜蘭市,38,16,8,16,1780
107.06.08,FH3,扁蒲-花蒲,260,宜蘭市,12,6,3,6,1850
107.06.08,FI1,茄子-胭脂茄,260,宜蘭市,16,12,5,12,1760
107.06.08,FJ1,蕃茄-黑柿,260,宜蘭市,38,25,12,25,1580
107.06.08,FJ3,蕃茄-牛蕃茄,260,宜蘭市,35,20,12,20,1780
107.06.08,FK4,甜椒-彩色種,260,宜蘭市,50,25,12,25,1760
107.06.08,FK5,甜椒-青椒,260,宜蘭市,35,22,12,22,1560
107.06.08,FR1,青花苔,260,宜蘭市,65,50,30,50,1760
107.06.08,FT1,南瓜-木瓜形,260,宜蘭市,20,12,7,12,1680
107.06.08,FV1,辣椒-紅小,260,宜蘭市,65,50,20,50,1780
107.06.08,FY6,玉米-甜軟殼,260,宜蘭市,25,12,6,12,1780
107.06.08,H4,葡萄柚-紅肉,260,宜蘭市,16,12,6,12,1860
107.06.08,H5,葡萄柚-白肉,260,宜蘭市,20,12,6,12,1860
107.06.08,I1,木瓜-網室紅肉,260,宜蘭市,22,16,12,16,1860
107.06.08,I4,木瓜-青木瓜,260,宜蘭市,20,12,10,12,1780
107.06.08,J1,荔枝-玉荷包,260,宜蘭市,88,70,50,70,1760
107.06.08,LA1,甘藍-初秋,260,宜蘭市,15,12,6,12,2780
107.06.08,LB1,小白菜-土白菜,260,宜蘭市,18,12,6,12,1860
107.06.08,LC1,包心白菜-包白,260,宜蘭市,16,7,4,7,2750
107.06.08,LD1,青江白菜-小梗,260,宜蘭市,22,16,5,16,1750
107.06.08,LF2,蕹菜-小葉,260,宜蘭市,20,10,5,10,1760
107.06.08,LG2,芹菜-白梗,260,宜蘭市,35,20,12,20,1760
107.06.08,LH1,菠菜-圓葉,260,宜蘭市,65,40,15,38,1760
107.06.08,LI4,萵苣菜-本島尖葉,260,宜蘭市,25,12,6,12,1780
107.06.08,LJ4,芥菜-小芥菜,260,宜蘭市,25,12,6,12,1780
107.06.08,LK2,芥藍菜,260,宜蘭市,25,12,6,12,1760
107.06.08,LM2,莧菜-白莧菜,260,宜蘭市,22,12,6,12,1860
107.06.08,LN1,油菜,260,宜蘭市,25,12,8,12,1780
107.06.08,LO1,甘藷葉,260,宜蘭市,22,12,8,12,1780
107.06.08,LP1,芫荽,260,宜蘭市,60,40,20,38,1660
107.06.08,LP2,九層塔,260,宜蘭市,40,20,12,20,1780
107.06.08,N2,李-桃接李,260,宜蘭市,30,20,12,20,1780
107.06.08,P1,番石榴-珍珠芭,260,宜蘭市,30,20,12,20,1780
107.06.08,Q1,蓮霧-紅蓮霧,260,宜蘭市,60,40,20,40,1780
107.06.08,R1,芒果-愛文,260,宜蘭市,70,50,30,50,1660
107.06.08,R6,芒果-金煌,260,宜蘭市,40,30,15,30,1760
107.06.08,S1,葡萄-巨峰,260,宜蘭市,150,50,30,50,1860
107.06.08,T1,西瓜-大西瓜,260,宜蘭市,20,10,8,10,1860
107.06.08,V1,甜瓜-美濃,260,宜蘭市,50,30,10,30,1860
107.06.08,W1,洋香瓜-網狀紅肉,260,宜蘭市,30,20,10,20,1780
107.06.08,W2,洋香瓜-網狀綠肉,260,宜蘭市,35,25,12,25,1760
107.06.08,W6,洋香瓜-光面綠肉,260,宜蘭市,30,20,10,20,1860
107.06.08,Y3,桃子-甜桃,260,宜蘭市,60,35,15,35,1860
107.06.08,51,百香果-改良種,338,桃農,45.7,38.4,30,38.2,123
107.06.08,811,火龍果-白肉,338,桃農,47,30.4,25,32.6,132
107.06.08,812,火龍果-紅肉,338,桃農,44.6,38.4,26.5,37.3,364
107.06.08,B2,鳳梨-金鑽鳳梨,338,桃農,18,10.5,5.7,11,878
107.06.08,B6,鳳梨-甜蜜蜜,338,桃農,10,10,10,10,57
107.06.08,F1,雜柑-檸檬,338,桃農,37.8,24.6,17.2,25.8,179
107.06.08,F5,雜柑-無子檸檬,338,桃農,60,60,60,60,60
107.06.08,FA1,黃秋葵,338,桃農,50.6,33.2,17.2,33.5,259
107.06.08,FB1,花椰菜-青梗,338,桃農,25,25,25,25,126
107.06.08,FC1,胡瓜-黑刺,338,桃農,15,7.6,3.7,8.3,1840
107.06.08,FD0,花胡瓜-其他,338,桃農,17,15.9,13.8,15.7,360
107.06.08,FD1,花胡瓜,338,桃農,22.8,15.2,8.7,15.4,2815
107.06.08,FE1,冬瓜-白皮,338,桃農,9.7,5.1,3.8,5.8,1707
107.06.08,FF1,絲瓜-絲瓜,338,桃農,14.2,9.2,5.2,9.4,3672
107.06.08,FF2,絲瓜-角瓜,338,桃農,12,12,12,12,40
107.06.08,FG0,苦瓜-其他,338,桃農,12,12,12,12,100
107.06.08,FG1,苦瓜-白大米,338,桃農,18.4,12.2,7,12.4,2600
107.06.08,FG2,苦瓜-青大米,338,桃農,12.9,10.6,8.1,10.5,880
107.06.08,FG3,苦瓜-山苦瓜,338,桃農,45,38.1,32,38.2,78
107.06.08,FG4,苦瓜-翠綠,338,桃農,13.4,11,7.7,10.8,291
107.06.08,FH3,扁蒲-花蒲,338,桃農,8,6,3.1,5.8,979
107.06.08,FH4,扁蒲-梨子蒲,338,桃農,8.6,5.4,3,5.5,924
107.06.08,FI2,茄子-麻荸茄,338,桃農,26.9,17.4,13.4,18.5,784
107.06.08,FJ1,蕃茄-黑柿,338,桃農,15,10.8,4,10.3,105
107.06.08,FJ3,蕃茄-牛蕃茄,338,桃農,30.1,21.6,6.9,20.3,3460
107.06.08,FK4,甜椒-彩色種,338,桃農,74.2,26.6,5,31.8,180
107.06.08,FK5,甜椒-青椒,338,桃農,35.2,10.6,5,14.4,581
107.06.08,FL9,豌豆-進口,338,桃農,66.3,22.5,10,28.8,184
107.06.08,FM2,菜豆-青色,338,桃農,27,18.6,9.3,18.4,999
107.06.08,FM3,菜豆-紅色,338,桃農,21.6,17.1,15,17.6,131
107.06.08,FN1,敏豆-白豆,338,桃農,87.3,25.8,18.1,36.6,207
107.06.08,FN5,敏豆-醜豆,338,桃農,8,8,8,8,16
107.06.08,FQ1,毛豆-豆莢,338,桃農,35,35,35,35,30
107.06.08,FR9,青花苔-進口,338,桃農,60,52.7,50,53.6,500
107.06.08,FS1,越瓜,338,桃農,8,8,8,8,40
107.06.08,FT1,南瓜-木瓜形,338,桃農,12.2,8.8,5.5,8.8,1493
107.06.08,FT2,南瓜-圓形,338,桃農,14.8,13,12,13.2,132
107.06.08,FT5,南瓜-青如意,338,桃農,25,24,16.5,22.7,173
107.06.08,FT6,南瓜-東昇,338,桃農,12,10.7,10,10.8,100
107.06.08,FU1,隼人瓜,338,桃農,8,8,8,8,240
107.06.08,FU2,隼人瓜苗-瓜苗,338,桃農,34.9,34,31.6,33.7,748
107.06.08,FV0,辣椒-其他,338,桃農,60,60,60,60,7
107.06.08,FV1,辣椒-紅小,338,桃農,52.7,23.9,14.5,27.8,54
107.06.08,FV2,辣椒-青小,338,桃農,5,5,5,5,13
107.06.08,FV4,辣椒-朝天椒,338,桃農,25,18.3,13.1,18.6,339
107.06.08,FV6,辣椒-糯米椒,338,桃農,50,37.1,5,33.2,99
107.06.08,FW1,金針花,338,桃農,80,78,75,77.8,27
107.06.08,FY0,玉米-其他,338,桃農,15,10.5,3,9.9,220
107.06.08,FY3,玉米-超甜白,338,桃農,19,10.7,5.9,11.4,420
107.06.08,FY4,玉米-玉米筍,338,桃農,15.8,11.2,4.7,10.8,600
107.06.08,FY5,玉米-糯米(黑),338,桃農,15,7.2,5,8.3,60
107.06.08,FY6,玉米-甜軟殼,338,桃農,13.3,8,5.5,8.6,2300
107.06.08,FY7,玉米-糯米(白),338,桃農,5,2.5,2,2.9,472
107.06.08,FZ1,落花生-生落花生,338,桃農,44.1,36.4,30.3,36.7,1378
107.06.08,I1,木瓜-網室紅肉,338,桃農,14,12.8,12,12.9,182
107.06.08,I4,木瓜-青木瓜,338,桃農,19,15,15,15.8,244
107.06.08,LA1,甘藍-初秋,338,桃農,12.5,10.7,5.5,10,12534
107.06.08,LA2,甘藍-改良種,338,桃農,8.8,3.9,2.4,4.6,6080
107.06.08,LA4,甘藍-紫色,338,桃農,3,3,3,3,28
107.06.08,LA6,甘藍-甘藍芽,338,桃農,4,4,4,4,280
107.06.08,LB2,小白菜-蚵仔白,338,桃農,16.3,10,5.1,10.3,880
107.06.08,LC1,包心白菜-包白,338,桃農,8,8,3.2,7,540
107.06.08,LC3,包心白菜-包頭蓮,338,桃農,3.5,3,3,3.1,600
107.06.08,LC9,包心白-進口,338,桃農,19,10.5,10,12.1,1198
107.06.08,LD1,青江白菜-小梗,338,桃農,17.4,12.3,6.1,12.1,1240
107.06.08,LE1,皇宮菜-小葉,338,桃農,35.1,25.1,15.3,25.1,154
107.06.08,LF1,蕹菜-大葉,338,桃農,10,10,9,9.8,125
107.06.08,LF2,蕹菜-小葉,338,桃農,23.5,19.9,15.6,19.8,986
107.06.08,LG2,芹菜-白梗,338,桃農,64.5,58.1,35,54.8,400
107.06.08,LG3,芹菜-西洋芹菜,338,桃農,10,10,10,10,180
107.06.08,LI1,萵苣菜-廣東萵,338,桃農,8,8,8,8,10
107.06.08,LI2,萵苣菜-結球萵,338,桃農,13,13,13,13,126
107.06.08,LI3,萵苣菜-本島圓葉,338,桃農,15,15,15,15,40
107.06.08,LI5,萵苣菜-油麥菜,338,桃農,24,14.3,7.6,14.9,3170
107.06.08,LI6,萵苣菜-蘿美,338,桃農,25,15.6,7.7,15.9,167
107.06.08,LI8,萵苣菜-水耕,338,桃農,45.2,38.5,32.1,38.6,240
107.06.08,LJ4,芥菜-小芥菜,338,桃農,25,25,25,25,60
107.06.08,LK2,芥藍菜,338,桃農,18,17.1,10.6,16,160
107.06.08,LK3,芥藍菜-芥藍芽,338,桃農,40,38.7,28,36.8,40
107.06.08,LM2,莧菜-白莧菜,338,桃農,12,11.9,9.1,11.4,480
107.06.08,LN1,油菜,338,桃農,28,11.8,8,14.3,160
107.06.08,LO1,甘藷葉,338,桃農,21,17.1,13.2,17.1,1466
107.06.08,LP1,芫荽,338,桃農,198.3,180,180,183.7,52
107.06.08,LP2,九層塔,338,桃農,22.6,14.6,10,15.3,439
107.06.08,LQ1,紅鳳菜-紅鳳菜,338,桃農,3,3,3,3,20
107.06.08,LS1,茴香,338,桃農,40,40,40,40,15
107.06.08,LU1,菾菜-茄茉菜,338,桃農,12,12,12,12,60
107.06.08,MC1,濕木耳,338,桃農,61.5,39.1,25,40.7,235
107.06.08,ME1,金絲菇,338,桃農,4,4,3,3.8,25
107.06.08,MJ1,杏鮑菇,338,桃農,85,71.1,45.7,68.8,201
107.06.08,MX1,其他菇類-其他菇類,338,桃農,70,70,70,70,20
107.06.08,N3,李-紅肉李,338,桃農,30,15.2,5,16.1,184
107.06.08,OA2,鹹菜-帶葉,338,桃農,20,20,20,20,40
107.06.08,OE2,醃瓜-漬,338,桃農,16,16,16,16,36
107.06.08,OG1,熟筍-桂竹筍,338,桃農,47,47,47,47,120
107.06.08,OX1,其他蔬菜,338,桃農,30,30,30,30,10
107.06.08,R8,芒果-芒果青,338,桃農,15,10.4,8,10.8,138
107.06.08,SA3,蘿蔔-矸仔,338,桃農,8,7.5,7,7.5,900
107.06.08,SA9,蘿蔔-進口,338,桃農,18,16.5,12,15.9,1600
107.06.08,SB2,胡蘿蔔-清洗,338,桃農,15.5,9.4,3,9.3,3300
107.06.08,SC1,馬鈴薯-本產,338,桃農,11.9,8.4,6.4,8.7,744
107.06.08,SD1,洋蔥-本產,338,桃農,10,4.9,1.5,5.3,915
107.06.08,SE5,青蔥-紅蔥頭,338,桃農,10,10,10,10,14
107.06.08,SE6,青蔥-粉蔥,338,桃農,52.8,41.2,30.9,41.4,1476
107.06.08,SF1,韭菜-白頭,338,桃農,18.9,16.1,9.1,15.3,165
107.06.08,SF2,韭菜-韭菜黃,338,桃農,40,38.8,38,38.9,42
107.06.08,SF3,韭菜-韭菜花,338,桃農,67,58.9,22,53.2,78
107.06.08,SF4,韭菜-青頭,338,桃農,21,11.2,10,12.9,139
107.06.08,SG2,大蒜-軟梗,338,桃農,95.2,33.9,15,42.4,405
107.06.08,SG5,大蒜-蒜頭,338,桃農,55,55,55,55,50
107.06.08,SG7,大蒜-蒜瓣,338,桃農,79.7,54,54,59.2,70
107.06.08,SH5,竹筍-烏殼綠,338,桃農,45.1,32.9,28.6,34.5,1140
107.06.08,SJ2,芋-檳榔心芋,338,桃農,40,40,40,40,897
107.06.08,SM9,牛蒡-進口,338,桃農,20,20,15,19,100
107.06.08,SN1,蓮藕,338,桃農,52.5,14.2,8,20.6,177
107.06.08,SO0,甘薯-其他,338,桃農,16.9,12.9,8.1,12.8,400
107.06.08,SO1,甘薯-改良種,338,桃農,12.4,1.2,1,3.4,230
107.06.08,SO2,甘薯-芋仔甘藷,338,桃農,5,4,3,4,125
107.06.08,SO3,甘藷-臺農66號,338,桃農,10,7.5,2.2,6.9,925
107.06.08,SP1,薑-老薑,338,桃農,45,45,45,45,18
107.06.08,SP2,薑-嫩薑,338,桃農,65,65,65,65,108
107.06.08,SQ1,茭白筍-帶殼,338,桃農,61.1,41.2,29.4,42.8,1037
107.06.08,SQ3,茭白筍-去殼,338,桃農,109.2,98.2,86.3,98,144
107.06.08,SU2,薯蕷-白薯蕷,338,桃農,42.6,26.4,14.5,27.3,592
107.06.08,SV1,蘆筍-白蘆筍,338,桃農,92,92,92,92,10
107.06.08,SV2,蘆筍-綠蘆筍,338,桃農,164.6,148.8,112.3,144.7,53
107.06.08,SW1,球莖甘藍,338,桃農,9.5,7.5,6,7.6,200
107.06.08,T7,西瓜-秀鈴,338,桃農,10,10,10,10,21
107.06.08,V1,甜瓜-美濃,338,桃農,14,8.9,7,9.5,285
107.06.08,W1,洋香瓜-網狀紅肉,338,桃農,12,10.4,7.3,10.1,88
107.06.08,FA1,黃秋葵,400,台中市,39.9,27.1,10.6,29.2,836
107.06.08,FB1,花椰菜-青梗,400,台中市,25.3,19.7,13.7,20.9,270
107.06.08,FC1,胡瓜-黑刺,400,台中市,12.1,8.6,4.2,8.4,2464
107.06.08,FD0,花胡瓜-其他,400,台中市,21,17.5,8.5,13.3,334
107.06.08,FD1,花胡瓜,400,台中市,22.3,12.3,4.9,13,5482
107.06.08,FE0,冬瓜-其他,400,台中市,10,7,4,6.7,238
107.06.08,FE1,冬瓜-白皮,400,台中市,6.1,3.4,2.8,3.8,4650
107.06.08,FF0,絲瓜-其他,400,台中市,8,6,4,6.7,45
107.06.08,FF1,絲瓜-絲瓜,400,台中市,14.9,9,6.2,9.3,6193
107.06.08,FF4,絲瓜-長絲瓜,400,台中市,11,10,10,10.2,100
107.06.08,FG0,苦瓜-其他,400,台中市,14,10.2,5,8.8,597
107.06.08,FG1,苦瓜-白大米,400,台中市,19,9.8,3.8,10.2,5118
107.06.08,FG2,苦瓜-青大米,400,台中市,15.5,10.5,5.5,12.1,300
107.06.08,FG3,苦瓜-山苦瓜,400,台中市,35,30,22,29.4,68
107.06.08,FG4,苦瓜-翠綠,400,台中市,11.5,9.5,6.5,9.7,268
107.06.08,FH3,扁蒲-花蒲,400,台中市,6.3,4.2,2.7,4.4,667
107.06.08,FH4,扁蒲-梨子蒲,400,台中市,8.5,6.2,4,6.7,694
107.06.08,FI1,茄子-胭脂茄,400,台中市,12,8,7,8.3,169
107.06.08,FI2,茄子-麻荸茄,400,台中市,24.1,14.8,10.3,15.1,2240
107.06.08,FI3,茄子-日本種,400,台中市,12,9.3,6,8.6,125
107.06.08,FJ1,蕃茄-黑柿,400,台中市,23,19,13,19.7,225
107.06.08,FJ3,蕃茄-牛蕃茄,400,台中市,24.6,12.8,6.4,14.1,4425
107.06.08,FK0,甜椒-其他,400,台中市,50.5,41.7,19.5,36.7,188
107.06.08,FK3,甜椒-新香,400,台中市,26,20.5,11.5,19.2,178
107.06.08,FK4,甜椒-彩色種,400,台中市,37.3,27.4,16.1,26.3,1161
107.06.08,FK5,甜椒-青椒,400,台中市,29,14.5,8.2,16.1,967
107.06.08,FL9,豌豆-進口,400,台中市,74,62.5,17,62,172
107.06.08,FM1,菜豆-白色,400,台中市,10,10,10,10,10
107.06.08,FM2,菜豆-青色,400,台中市,27,20.5,10.9,20.1,1123
107.06.08,FM3,菜豆-紅色,400,台中市,22,19.7,16,19.3,110
107.06.08,FN1,敏豆-白豆,400,台中市,70.5,45.9,19.2,47.4,571
107.06.08,FN5,敏豆-醜豆,400,台中市,54,54,54,54,20
107.06.08,FP2,萊豆-豆仁,400,台中市,57,57,57,57,15
107.06.08,FQ1,毛豆-豆莢,400,台中市,34,34,26,32.2,130
107.06.08,FR9,青花苔-進口,400,台中市,62,52.4,44,50.1,668
107.06.08,FS1,越瓜,400,台中市,8,8,8,8,80
107.06.08,FT1,南瓜-木瓜形,400,台中市,10.8,9,6.3,9.1,2757
107.06.08,FT2,南瓜-圓形,400,台中市,13,11,10,11.2,168
107.06.08,FT3,南瓜-黃如意,400,台中市,32,12,5,14.4,80
107.06.08,FT5,南瓜-青如意,400,台中市,32.8,25.4,16.8,26.9,570
107.06.08,FT6,南瓜-東昇,400,台中市,35,28,21,32.2,100
107.06.08,FT7,南瓜-栗子,400,台中市,39,33,26.5,32.6,237
107.06.08,FU1,隼人瓜,400,台中市,9,7,6,7.5,134
107.06.08,FU2,隼人瓜苗-瓜苗,400,台中市,48.8,33.9,21.3,33,583
107.06.08,FU3,石蓮花,400,台中市,20,19,18,19,40
107.06.08,FV1,辣椒-紅小,400,台中市,34.8,21.2,10.5,22.7,261
107.06.08,FV2,辣椒-青小,400,台中市,15,15,15,15,36
107.06.08,FV4,辣椒-朝天椒,400,台中市,26.2,21.6,16.2,21,198
107.06.08,FV6,辣椒-糯米椒,400,台中市,56,31,15,38.2,105
107.06.08,FW1,金針花,400,台中市,144.3,127.2,108.7,128.1,42
107.06.08,FY0,玉米-其他,400,台中市,16,13,7,11.8,300
107.06.08,FY3,玉米-超甜白,400,台中市,16.3,7.8,3.3,11.1,500
107.06.08,FY4,玉米-玉米筍,400,台中市,35.6,9.9,6.4,10.6,952
107.06.08,FY5,玉米-糯米(黑),400,台中市,11,10,9,9.5,80
107.06.08,FY6,玉米-甜軟殼,400,台中市,12,8.2,3,7.4,715
107.06.08,FY7,玉米-糯米(白),400,台中市,3,3,3,3,20
107.06.08,FZ1,落花生-生落花生,400,台中市,44,39.5,30,39.1,983
107.06.08,LA1,甘藍-初秋,400,台中市,15.6,10.5,3.8,9.6,15920
107.06.08,LA2,甘藍-改良種,400,台中市,13.3,9,4.7,6.9,5691
107.06.08,LA4,甘藍-紫色,400,台中市,10,10,10,10,100
107.06.08,LA6,甘藍-甘藍芽,400,台中市,25,14.5,4,11.2,35
107.06.08,LA9,甘藍-進口,400,台中市,5,5,5,5,540
107.06.08,LB1,小白菜-土白菜,400,台中市,12,5.9,3,5.5,635
107.06.08,LB2,小白菜-蚵仔白,400,台中市,14.2,9.9,5.4,9.8,3601
107.06.08,LC0,包心白菜-其他,400,台中市,11,11,11,11,150
107.06.08,LC1,包心白菜-包白,400,台中市,8.7,5.8,3.3,6.5,3180
107.06.08,LC9,包心白-進口,400,台中市,28,27,17.5,21.9,848
107.06.08,LD1,青江白菜-小梗,400,台中市,16.8,8.2,5,8.5,1737
107.06.08,LE1,皇宮菜-小葉,400,台中市,15,12,9,13.8,25
107.06.08,LE2,皇宮菜-大葉,400,台中市,23.2,13.2,8.8,14.7,385
107.06.08,LF2,蕹菜-小葉,400,台中市,22,16.5,8.7,16.3,948
107.06.08,LF3,蕹菜-水蕹菜,400,台中市,21,20.1,17.3,19.3,960
107.06.08,LG2,芹菜-白梗,400,台中市,55,52,44.5,51,420
107.06.08,LG3,芹菜-西洋芹菜,400,台中市,10,10,10,10,180
107.06.08,LG4,芹菜-山芹菜,400,台中市,16,15,13,15.3,40
107.06.08,LH2,菠菜-角葉,400,台中市,49,32.5,13.5,34.4,300
107.06.08,LI1,萵苣菜-廣東萵,400,台中市,14,14,14,14,10
107.06.08,LI2,萵苣菜-結球萵,400,台中市,8,5,3,5.4,440
107.06.08,LI3,萵苣菜-本島圓葉,400,台中市,24.3,19.5,12.7,19.1,592
107.06.08,LI5,萵苣菜-油麥菜,400,台中市,17.6,10.2,4.3,10.8,2383
107.06.08,LI7,萵苣菜-紅捲綠捲,400,台中市,15,15,11.5,12.2,123
107.06.08,LI8,萵苣菜-水耕,400,台中市,45.8,41.1,33.2,40.2,271
107.06.08,LJ4,芥菜-小芥菜,400,台中市,16,16,16,16,40
107.06.08,LK2,芥藍菜,400,台中市,19.6,11.8,7.6,11.6,859
107.06.08,LK3,芥藍菜-芥藍芽,400,台中市,50.2,40.6,28.5,40.4,339
107.06.08,LM1,莧菜-紅莧菜,400,台中市,18,15.4,9.6,13.2,945
107.06.08,LM2,莧菜-白莧菜,400,台中市,18.7,14.4,11.3,14.4,1530
107.06.08,LN1,油菜,400,台中市,17.8,13.4,9.4,13.3,1595
107.06.08,LO1,甘藷葉,400,台中市,18.8,10.7,4.5,9.4,818
107.06.08,LP2,九層塔,400,台中市,25.3,14.6,5.7,14.4,344
107.06.08,LQ1,紅鳳菜-紅鳳菜,400,台中市,18.5,12.3,7,12.9,133
107.06.08,LT2,海菜-海帶,400,台中市,45,35,30,40.3,77
107.06.08,LT3,海菜-水蓮,400,台中市,45,45,45,45,60
107.06.08,LU1,菾菜-茄茉菜,400,台中市,10,10,10,10,11
107.06.08,LX1,蕨菜-過貓,400,台中市,50,42.1,36,42.9,310
107.06.08,LX2,蕨菜-山蘇,400,台中市,99,99,99,99,8
107.06.08,LZ2,藤川七-川七葉,400,台中市,21,20.5,20,20.5,21
107.06.08,MA1,洋菇,400,台中市,100,100,100,100,18
107.06.08,MC1,濕木耳,400,台中市,53,40.5,35,44.2,426
107.06.08,MD1,溼香菇,400,台中市,100,100,100,100,98
107.06.08,ME1,金絲菇,400,台中市,30,25,20,21.7,300
107.06.08,MF1,蠔菇-鮑魚菇,400,台中市,45,42.5,40,41.3,68
107.06.08,MJ1,杏鮑菇,400,台中市,75,75,75,75,18
107.06.08,MX1,其他菇類-其他菇類,400,台中市,68,65.5,63,64.9,32
107.06.08,OA2,鹹菜-帶葉,400,台中市,30,30,30,30,100
107.06.08,OD1,蘿蔔乾,400,台中市,30,30,30,30,60
107.06.08,OE2,醃瓜-漬,400,台中市,18,18,18,18,66
107.06.08,OG1,熟筍-桂竹筍,400,台中市,46,45,43,45.2,134
107.06.08,OX1,其他蔬菜,400,台中市,94.6,30.6,12.2,27.2,1741
107.06.08,SA3,蘿蔔-矸仔,400,台中市,10.5,7.3,5.2,8.3,3020
107.06.08,SA9,蘿蔔-進口,400,台中市,17,15.4,13,14.4,2340
107.06.08,SB2,胡蘿蔔-清洗,400,台中市,13.8,12.7,6,11,5580
107.06.08,SC1,馬鈴薯-本產,400,台中市,22.7,13.8,9,15.4,1056
107.06.08,SD1,洋蔥-本產,400,台中市,11,9.8,6.5,10.5,2350
107.06.08,SD9,洋蔥-進口,400,台中市,5,5,5,5,160
107.06.08,SE5,青蔥-紅蔥頭,400,台中市,30,18.3,10,24.9,114
107.06.08,SE6,青蔥-粉蔥,400,台中市,41.2,31.7,21.2,30.5,1707
107.06.08,SF1,韭菜-白頭,400,台中市,21.8,16,8.4,16.9,435
107.06.08,SF2,韭菜-韭菜黃,400,台中市,69,69,69,69,36
107.06.08,SF3,韭菜-韭菜花,400,台中市,65,34.7,13,40.3,93
107.06.08,SG2,大蒜-軟梗,400,台中市,41,41,25,36.4,210
107.06.08,SG5,大蒜-蒜頭,400,台中市,48.5,38.3,26.5,40.2,157
107.06.08,SG6,大蒜-蒜仁,400,台中市,70,70,10,66.7,216
107.06.08,SG7,大蒜-蒜瓣,400,台中市,52,37.3,10,28.3,135
107.06.08,SH1,竹筍-麻竹筍,400,台中市,35,20,15,23.1,260
107.06.08,SH2,竹筍-綠竹筍,400,台中市,70,60,50,56.7,30
107.06.08,SH5,竹筍-烏殼綠,400,台中市,33,29.5,25.5,30.2,360
107.06.08,SJ2,芋-檳榔心芋,400,台中市,49.3,42.6,29.7,41.7,803
107.06.08,SL1,豆薯,400,台中市,13,13,10,11.5,180
107.06.08,SM9,牛蒡-進口,400,台中市,23,23,23,23,60
107.06.08,SN1,蓮藕,400,台中市,26,18,10,17.1,202
107.06.08,SO0,甘薯-其他,400,台中市,13.8,10.8,6.2,9.9,1275
107.06.08,SO1,甘薯-改良種,400,台中市,8.5,5.4,3,4.5,1665
107.06.08,SO2,甘薯-芋仔甘藷,400,台中市,9,6.8,5,7.1,521
107.06.08,SO3,甘藷-臺農66號,400,台中市,8,5.6,3.3,5.6,1355
107.06.08,SP0,薑-其他,400,台中市,30,30,30,30,24
107.06.08,SP1,薑-老薑,400,台中市,47.5,29.5,25,36.6,489
107.06.08,SP2,薑-嫩薑,400,台中市,65,65,65,65,252
107.06.08,SQ1,茭白筍-帶殼,400,台中市,58.2,52.8,42.5,51.9,626
107.06.08,SQ3,茭白筍-去殼,400,台中市,93.2,80.9,62.5,80.1,238
107.06.08,SR3,菱角-去殼,400,台中市,80,80,80,80,12
107.06.08,ST1,蕎頭-露蕎,400,台中市,60,60,55,57.5,68
107.06.08,SU2,薯蕷-白薯蕷,400,台中市,28.3,19.8,10,20.1,1140
107.06.08,SU9,薯蕷-進口,400,台中市,100,100,100,100,100
107.06.08,SV2,蘆筍-綠蘆筍,400,台中市,138.5,117.3,86.5,120.3,112
107.06.08,SV3,蘆筍-蘆筍花,400,台中市,170,141.8,127.5,154.9,50
107.06.08,SW1,球莖甘藍,400,台中市,6,5.5,2,4.6,540
107.06.08,SX1,芽菜類-綠豆芽,400,台中市,17,17,17,17,180
107.06.08,SZ7,晚香玉筍,400,台中市,100,100,100,100,6
107.06.08,11,椰子,420,豐原區,10,10,10,10,510
107.06.08,72,小番茄-聖女,420,豐原區,43.3,13.5,10,18.78,1230
107.06.08,74,小番茄-玉女,420,豐原區,100,69,50,71.43,42
107.06.08,812,火龍果-紅肉,420,豐原區,30,30,29.1,29.82,342
107.06.08,839,櫻桃-進口,420,豐原區,300,300,300,300,17
107.06.08,859,榴槤-進口,420,豐原區,150,150,150,150,80
107.06.08,919,其他-進口,420,豐原區,75,75,75,75,4
107.06.08,A1,香蕉,420,豐原區,11.6,9.1,6,9.01,15490
107.06.08,B2,鳳梨-金鑽鳳梨,420,豐原區,25.1,14.4,7.3,15.12,17080
107.06.08,C2,茂谷柑,420,豐原區,12,12,12,12,375
107.06.08,C9,椪柑-進口,420,豐原區,60,60,60,60,5
107.06.08,F1,雜柑-檸檬,420,豐原區,30,24.7,17,24.21,508
107.06.08,F4,雜柑-桔子,420,豐原區,50,50,50,50,6
107.06.08,FA1,黃秋葵,420,豐原區,40,40,38.5,39.71,515
